timestamp,cpu_percent,memory_percent,memory_used_gb,gpu_load,gpu_memory_percent,gpu_temperature,ollama_status,ollama_tokens_per_second
2025-05-31T15:49:51.255881,17.5,52.2,16.599288940429688,NA,NA,NA,running,0
